Date, Company, Abstract, Score
2/10/20,United Airlines,"The flight, which took four hours and 56 minutes, reached a top speed of 825 miles per hour, according to flight-tracking data.",0.5
7/27/21,United Airlines,The government’s three-tier approach  to determining restrictions on transit to and from different countries is drawing ire from Britons and the travel industry alike.,0
12/29/20,United Airlines,"American Airlines used the plane, which was grounded in March 2019 after two fatal crashes, on a flight from Miami to New York.",0.068181818
4/6/21,United Airlines,"A lawsuit by Wisk, partly owned by the Google co-founder Larry Page, says two engineers took sensitive files before joining Archer.",0.1
6/18/20,United Airlines,"Unclear policies, confusing customer-service protocols and not-yet-fulfilled refunds continue to be an issue. Our columnist sees what she can do.",-0.3
5/26/21,United Airlines,"Shifting flight schedules, varying hotel flexibility and new tech: A lot has changed since the last time you packed that passport.",0.068181818
4/25/20,United Airlines,It is the third multibillion-euro lifeline extended this past week by the French government to companies battered by the pandemic.,-0.083333333
4/20/22,United Airlines,"After a federal mask mandate was struck down on Monday, travelers are facing a patchwork of rules spanning air travel, trains, buses, cruise ships and ride-hailing services. Here’s what to know.",-0.155555556
12/28/22,United Airlines,"While carriers like Delta, American Airlines and United bounced back after severe winter weather wreaked havoc on holiday travel, the low-cost carrier canceled thousands of flights. Here’s why.",0
3/5/20,United Airlines,"Shares of airlines plunged and industrial, financial and energy stocks also fell sharply. Asian markets followed Wall Street lower.",0
8/19/21,United Airlines,Proof of vaccination has become increasingly vital to accessing local restaurants and distant countries alike. Our columnist takes a deeper dive into what that means for travelers.,0
2/26/21,United Airlines,"After engine debris from a Boeing 777-200 rained down on a Denver suburb, some fliers may want to know more about plane safety and maintenance. Here are some answers.",0.172222222
2/21/21,United Airlines,The company said 128 jets powered by a particular Pratt & Whitney engine should get inspections. Japanese regulators ordered that the planes be grounded.,0.083333333
12/28/22,United Airlines,"Disruptions from winter storms have not only caused flight delays and cancellations, but have also separated many passengers from their luggage. Here are some ways to make reuniting easier.",0.25
3/21/22,United Airlines,"No fault has been found, but the company, which has been trying to overcome a recent legacy of design and production troubles, is likely to get scrutinized.",0
2/1/21,United Airlines,"When the pandemic hit, banks cut credit to businesses that suddenly looked risky. Investors happily stepped in, buying their stocks and bonds.",0.4
12/21/20,United Airlines,Airport security checkpoints have handled more than one million passengers a day since Friday.,0.5
7/13/22,United Airlines,"He was leading late in the 1992 Open, but ended up losing by a stroke.",-0.15
11/3/20,United Airlines,"Their TV show “Cannon & Ball,” part goofy comedy and part earnest musical numbers, drew up to 20 million viewers on Saturday nights in the 1980s. Mr. Ball was infected with the coronavirus.",0.25
1/18/21,United Airlines,A surge of corporate money could soon transform carbon removal from science fiction to reality. But there are risks: The very idea could offer industry an excuse to maintain dangerous habits.,-0.1125
11/5/21,United Airlines,"In an era of climate change and virus concerns, it’s a challenging time to keep fliers loyal. Here is how U.S. airlines are trying to keep up.",0.416666667
7/15/20,United Airlines,Here’s what you need to know.,0
11/6/20,United Airlines,The travel industry and the islands’ authorities say using testing could create a model for reopening international travel. But some locals object to being part of the experiment.,0
11/3/20,United Airlines,"During the current pandemic surge, how risky is it to travel during what is normally one of the busiest seasons? And how is the industry making it safer? Here’s what you need to know.",0.075
4/13/20,United Airlines,"President Vladimir V. Putin said Russia’s outbreak was bad and getting worse. In war-torn Libya, residents faced a dire choice: stay home or flee missiles.",-0.55
3/15/22,United Airlines,"Gas prices in the United States were lower on Tuesday. Stock markets rose, with the gains on Wall Street led by airlines.",0.6
1/31/20,United Airlines,Most foreign nationals will not be allowed to enter the United States if they’ve been to China in the preceding two weeks.,0.1875
1/8/20,United Airlines,Here’s what you need to know at the end of the day.,0
7/27/22,United Airlines,"No longer just for the flying elite, these havens from chaos are easier to get into now, with the crowds to prove it.",0
8/2/21,United Airlines,"Corporate requirements for vaccinations have so far tended to cover the white-collar workers, not the lower-income workers on the front lines who are less likely to be vaccinated.",-0.016666667
1/10/21,United Airlines,The 737-500 that crashed near Jakarta was a 26-year-old workhorse without the new technology that plagued the 737 Max.,0.118181818
3/11/20,United Airlines,We’ll be hearing a lot about the idea of plowing taxpayer money into the U.S. economy as the outbreak spreads.,0
1/9/20,United Airlines,Here's what you need to know.,0
10/1/20,United Airlines,"American employers continue to cut jobs, signaling new anxiety about the course of the coronavirus pandemic and uncertainty about further legislative relief.",0.045454545
9/9/22,United Airlines,Recent social media posts suggest that the days of clean flights may be going the way of masks. And they’ve ignited a debate about who bears responsibility.,0.133333333
9/25/22,United Airlines,"Two airlines allow dispatchers, who share operational authority over flights, to do their jobs remotely. Some in the industry take issue with that.",-0.1
1/26/22,United Airlines,The aircraft maker took a $3.5 billion charge because of problems in addressing Dreamliner flaws to the F.A.A.’s satisfaction.,0
6/23/20,United Airlines,"Boris Johnson announced that pubs, restaurants, museums and hair salons in England will be allowed to reopen July 4 with restrictions and, inevitably, higher levels of risk.",0.25
9/11/21,United Airlines,"Speaking at a memorial service for the victims of Flight 93, the vice president emphasized the importance of unity and said the nation’s greatest strength was its diversity.",1
5/20/20,United Airlines,Live Stock Market News During the Coronavirus Pandemic,0.136363636
4/3/20,United Airlines,"Executives at Boeing, for one, have indicated that they might not accept money authorized by the stimulus if they dislike the terms.",0
10/15/20,United Airlines,American employers continue to shed workers at a staggering rate as a resurgent coronavirus and the absence of new federal aid take a toll on economic growth.,0.080965909
12/30/22,United Airlines,"Millions of people got on planes between Christmas and New Year’s — braving bad weather, armrest hogs and an epic Southwest Airlines meltdown.",-0.154545455
1/26/21,United Airlines,"Beginning Tuesday, travelers flying into the United States from any other country must present proof of a negative test for the coronavirus. The State Department is also urging Americans to avoid traveling abroad for nonessential reasons, warning that those who test positive or cannot access a test could get stuck abroad for an extended period of time — and that for them, assistance from the U.S. government will be limited.",-0.053831169
6/28/20,United Airlines,"The flights, which could begin as soon as Monday, are a major step in getting the plane flying again.",0.0625
8/19/21,United Airlines,"The Washington elite kept troops in Afghanistan “longer than it takes for George R.R. Martin to come up with a new ‘Game of Thrones’ book,” Meyers joked.",-0.131818182
2/13/20,United Airlines,Airbus can’t easily capitalize on the grounding of archrival Boeing’s best-selling plane.,0.433333333
1/13/22,United Airlines,Companies must now decide whether to proceed with planned mandates without cover from the federal government.,0
4/13/22,United Airlines,"Despite pressure from airlines and industry groups, the Biden administration extended the requirement to wear masks while traveling on public transportation through May 3.",0
9/8/20,United Airlines,"The company said it was stepping up inspections, citing new manufacturing problems. Federal regulators are also looking into production flaws.",0.136363636
8/20/22,United Airlines,"YouTube star Elijah Quashie, of the U.K. hit “The Pengest Munch,” copes with the rising cost of wings.",0
12/21/20,United Airlines,"Battling a new coronavirus variant even as they steel themselves for the looming split with the E.U., Britons are feeling profoundly isolated.",0.109848485
2/1/20,United Airlines,The growing uncertainty over the safety of visiting or leaving China is bedeviling companies around the world.,0
3/1/21,United Airlines,"The government has laid out plans for gradual reopening. But in cramped intensive care wards, teeming with patients and doctors near despair, the battle is unrelenting.",0.1
7/29/20,United Airlines,"Some corporate bosses offered to cut their pay, but most did not. Those who did gave up less than 10 percent of what they received last year.",0.083333333
4/10/20,United Airlines,The latest on stock market and business news during the coronavirus outbreak.,0.5
3/11/20,United Airlines,"In 2008, policymakers rescued the economy but raised a divisive debate about the fairness of using tax dollars to save companies. Get ready for a repeat.",0.2
4/23/20,United Airlines,Some people who have had to board commercial flights in recent weeks have taken elaborate precautions to protect themselves from the coronavirus.,0.166666667
1/26/20,United Airlines,"Airlines are suspending direct flights to mainland China, and U.S. health officials are warning travelers to avoid all nonessential trips to the country, the center of the outbreak.",0
5/7/20,United Airlines,"Poland has postponed its presidential election amid debate over how to conduct voting safely. In India, a deadly gas leak may have resulted from a rush to reopen a chemical plant.",0.15
9/25/22,United Airlines,There’s gloom on Wall Street. JetBlue and American Airlines face an antitrust trial. And investors can begin buying shares of the luxury sports carmaker Porsche.,-0.066666667
9/13/21,United Airlines,"Some biofuels may contribute to greenhouse gas emissions in ways that can significantly reduce, and sometimes offset, their advantages over fossil fuels, studies have shown.",0.375
3/28/20,United Airlines,They say the government’s slow response and a creaking health service contrast poorly with Poland’s health system and aggressive actions. The epidemic also put many of them out of work.,-0.066666667
5/6/20,United Airlines,The latest on stock market and business news during the coronavirus outbreak.,0.5
5/6/20,United Airlines,The latest on stock market and business news during the coronavirus outbreak.,0.5
11/18/20,United Airlines,"The U.S. agency said changes in software, design and training had made the plane safe to operate after two fatal crashes and 20 months out of service.",0.5
4/15/20,United Airlines,The latest on stock market and business news during the coronavirus outbreak.,0.5
3/18/21,United Airlines,Vouchers and trip credits emerged as a major consumer flash point at the start of the pandemic. Here’s a look at what some major travel companies are offering in the way of flexibility.,0.0625
6/17/20,United Airlines,"Michigan’s state of emergency will be extended. China’s best-known doctor said the authorities should give its centers for disease control more power, independence, expertise and money.",0.5
1/5/20,United Airlines,The company and regulators are looking into everything from the wiring on the plane to its engines.,0
4/12/20,United Airlines,"The coronavirus has terrified airline crews, yet some are still flying. “I just feel like I’m supposed to be here doing this work,” said one flight attendant.",0.2
10/7/21,United Airlines,President Biden is urging employers to move ahead with work force requirements as OSHA sorts through companies’ questions about how the rules will work.,0
11/10/20,United Airlines,Taking a test is the best way to assure yourself and others that you aren’t spreading the virus. Here’s what you need to know.,1
10/20/21,United Airlines,"Although testing isn’t as widely available as it is at hotels in Mexico or the Caribbean, travelers in Europe can still find testing facilities at pharmacies, medical clinics and dedicated sites.",0.2
10/3/20,United Airlines,"Speaker Nancy Pelosi said the president’s positive coronavirus test could change the dynamic and produce an agreement on additional pandemic relief, but a compromise remained elusive.",0.113636364
1/12/21,United Airlines,"Following the Jan. 6 riot in the U.S. capital, the travel industry is taking precautions to keep workers and others safe.",0.25
5/26/20,United Airlines,"As states ease lockdown orders, Americans are eating out, booking flights and buying houses again. Here’s what that looks like.",0
7/1/20,United Airlines,The latest on stock market and business news during the coronavirus outbreak.,0.5
10/2/20,United Airlines,"Lawmakers approved the measure along party lines, even as Speaker Nancy Pelosi said a late-stage agreement with the administration was still possible.",0
4/17/22,United Airlines,"Elon Musk wants to take over Twitter. Prices are still rising at a rapid pace, but even with higher ticket prices, airlines are seeing demand rebound.",0.225
12/29/21,United Airlines,"Staffing shortages driven by the fast-spreading Omicron variant of the coronavirus, as well as foul winter weather, have prompted airlines to cancel hundreds of flights in the United States.",0
3/23/21,United Airlines,"In the last five years, there have been at least 29 shootings with four or more fatalities, according to a database compiled by the Violence Project.",0.066666667
4/23/22,United Airlines,Many readers of The Times said a judge’s decision to strike down the mask mandate on public transportation was “political” and “outrageous.” Others called it a relief.,-0.131111111
10/26/20,United Airlines,Investors get “a reality check about what a renewed round of lockdowns will have on earnings.”,-0.2
11/15/20,United Airlines,"Markets rallied around promising vaccine trials, but soaring infection rates show that the worst may be yet to come.",-0.4
7/20/21,United Airlines,The S&P 500 rose 1.5 percent on Tuesday. On Monday it had fallen 1.6 percent in its sharpest decline since mid-May.,0.6
9/23/22,United Airlines,"Zoono USA and Zoono Holdings, New Jersey companies, sold Zoono Microbe Shield through numerous websites and were fined by the U.S. Environmental Protection Agency.",0.068181818
3/25/20,United Airlines,"We spoke with eight travel and hospitality workers, from California to Croatia, who have been working as the coronavirus spreads. They shared similar concerns about an uncertain future.",0
3/13/20,United Airlines,"The Trump administration widened the travel ban to include the United Kingdom and Ireland. Here’s a guide on which countries are affected, and the changes to flights already occurring.",0
12/28/22,United Airlines,"Airlines may provide vouchers or reimbursements, or there may be places to sleep within the airport.",0
4/14/20,United Airlines,"Confirmed infections neared 2 million, with more than 120,000 dead, and the I.M.F. predicted the worst global downturn since the Great Depression. New York City passed 10,000 fatalities.",0.090909091
10/14/21,United Airlines,Federal prosecutors say Mark Forkner deceived the F.A.A. and was “scheming to defraud” customers.,0
5/19/20,United Airlines,"The low-cost airline said that email addresses and itineraries were hacked, and that the credit card details of 2,200 travelers were revealed.",0
3/24/20,United Airlines,Live updates on stock market and business news during the coronavirus outbreak.,0.136363636
4/15/22,United Airlines,"Supplies are not keeping up with demand, and costs may go higher, experts say.",0.25
3/10/20,United Airlines,Advice from experts on how to navigate the changing travel landscape.,0
4/4/21,United Airlines,"Job growth rose to its highest level since last summer, buoyed by vaccines and federal aid.",0.3
8/20/20,United Airlines,"As passengers cautiously return to air travel, there are a few issues worth considering — from middle-seat policies to questions about virus transmission on airlines.",0.05
7/3/21,United Airlines,"About 48 million Americans are expected to travel over the holiday weekend, a 40 percent jump over last year.",-0.05
3/4/20,United Airlines,"Health care stocks led the gains, as investors reacted to the latest Democratic primary results.",0.45
1/31/20,United Airlines,The travel disruption sent shocks through the stock market and rattled industries that depend on the flow of goods and people between the world’s two largest economies.,0
5/11/21,United Airlines,"The national average for a gallon of regular gasoline rose 2 cents on Tuesday, and some airlines began to take small measures in response to the shutdown.",0.05
1/31/20,United Airlines,"The state is home to more than half of the confirmed cases in the United States, and is using military bases as quarantine sites.",0.158333333
7/27/20,United Airlines,An executive for the airline explains its distancing practices and approach to cleaning at a time when its biggest rivals are selling all the seats they can.,0
7/23/21,United Airlines,"For three confused but vaccinated travelers, our columnist tries to make sense of the new rules of entry into the European Union.",-0.090909091
7/14/22,United Airlines,"Teams usually fly on commercial airlines, but that will change for the W.N.B.A. finals. This could be good news for players’ health, finances and game.",0.275
6/29/22,United Airlines,"A planned “net-zero” trans-Atlantic flight is hardly the groundbreaker being touted, with alternative fuels in short supply and few other restrictions on air travel.",-0.154166667
7/14/20,United Airlines,Richard Branson has reached a 1.2 billion pound ($1.5 billion) deal with two credit-card payment processing companies and an American hedge fund to rescue Virgin Atlantic from financial collapse after the British government rejected the airline’s request for a loan.,0
7/12/22,United Airlines,"Facing staff shortages that have significantly constrained capacity, the airport’s chief executive asked airlines to stop selling tickets until September.",0.375
12/1/21,United Airlines,"Investors are considering the risk of a new variant of the coronavirus, and its potential impact on the global economy, and are grappling with a shifting outlook for interest rates.",0.045454545
4/25/20,United Airlines,"As virus cases increase, Americans overseas wonder if it is better to take a commercial flight back to the United States — even if it means interacting with people who could infect them.",0.166666667
6/3/21,United Airlines,AMC’s shares are defying gravity. That could have consequences.,0
11/29/21,United Airlines,"After tumbling on Friday, the S&P 500 gained more than 1 percent. Oil prices and bond yields also rose.",0.55
11/7/22,United Airlines,Researchers at Tufts expressed concern in a report about conspiracy theories on Twitter ahead of the midterms.,0
12/3/20,United Airlines,"Delta Air Lines said Thursday that it would assist federal coronavirus contact tracing efforts, becoming the first airline to do so after the industry spent years resisting government requests for help.",0.2
8/23/21,United Airlines,"Chevron’s requirement applies to employees who travel internationally and expatriates, as well as the offshore work force in the Gulf of Mexico and some onshore support personnel.",0
9/22/22,United Airlines,"Not all age-related deals are equal. Here are some perks to look for and pitfalls to avoid, along with tips on how to stretch your budget.",0
6/8/22,United Airlines,"A merger of Spirit with either Frontier or JetBlue would create the fifth-largest airline in the United States, which could better compete with the nation’s dominant carriers.",0.5
9/9/21,United Airlines,"Before the terrorist attacks, airplane passengers weren’t seen as security risks, and flying was an enjoyable extension of the vacation experience — not something merely to anxiously endure.",0.125
5/10/21,United Airlines,He helped redefine Chicago architecture with his postmodern designs of the Thompson Center and the United Airlines terminal at O’Hare International Airport. But he was also known worldwide.,-0.05
2/27/22,United Airlines,The E.U. and Canada barred Russian planes in response to the invasion of Ukraine.,0
3/23/20,United Airlines,Beijing has signaled a willingness to supply the U.S. as its outbreak spreads. Increasingly harsh language and logistical issues could make it difficult to reach deals.,-0.35
5/22/20,United Airlines,"Immunizations are falling because of pandemic disruptions, raising fears of surges in preventable disease. Lockdowns complicate the Muslim holiday Eid. China’s National People’s Congress offers a show of strength.",0.1
7/13/21,United Airlines,The slowdown will cause the company to fall short of a target production rate of five 787s per month.,0
11/10/20,United Airlines,"With average new infections totaling 111,000 per day, President-elect Joseph R. Biden Jr. is confronting a coronavirus pandemic that is surging out of control.",-0.006818182
5/3/20,United Airlines,"But even as President Trump acknowledged that the coronavirus has been deadlier than he had previously predicted, he pressed to reopen the country.",-0.166666667
2/8/21,United Airlines,"On Monday, members of the White House’s coronavirus response team discussed whether federal officials should require airline passengers to have a negative coronavirus test before boarding domestic flights.",-0.1
9/9/21,United Airlines,"The agency is expected to issue an emergency temporary standard to carry out the requirement, which will affect more than 80 million workers.",0.133333333
7/1/21,United Airlines,U.S. airlines have been enjoying a summer rebound. But the industry in Europe is struggling.,0.5
4/9/21,United Airlines,"Much of the continent remains closed to Americans because of the virus, but many travelers want to visit this summer. Will their plans materialize?",0.2
3/12/20,United Airlines,"With global growth on the line, investors have been looking for world leaders to step in to keep the economic gears turning.",0.1
12/7/21,United Airlines,"Tech-driven changes are coming fast and furiously to airports, including advancements in biometrics that verify identity and shorten security procedures for those passengers who opt into the programs.",0.2
11/4/21,United Airlines,"The new guidance will cover 84 million workers, who will be required to be fully vaccinated or be tested weekly.",0.136363636
7/16/22,United Airlines,"Mayor Eric Adams has traveled across the country to court donors, receiving contributions from casino and sports betting executives.",0
10/22/21,United Airlines,"A recent C.D.C. rabies rule, pricey pet ‘tickets’ and limits on animals in airline cabins are making traveling with a pet more complicated.",0
12/14/20,United Airlines,Germany prepares for a lockdown.,0
2/28/20,United Airlines,Whether the economy slides into a recession may be determined by the way businesses react to the outbreak.,0
8/26/21,United Airlines,Charging unvaccinated workers more for health coverage may seem more appealing than a mandate but could be harder to carry out.,0.35
9/23/20,United Airlines,Would you take a flight to nowhere?,0
10/7/21,United Airlines,"“Businesses have more power than ever before to change the arc of this pandemic and save lives,” the president said during a trip to the Chicago area.",0.5
4/15/20,United Airlines,"New York’s three major airports are operating at about 5% of their normal traffic, with terminals that are eerily silent.",0.087215909
5/7/21,United Airlines,It is a delicate decision balancing employee health and personal privacy. Some companies are sidestepping the issue by offering incentives to those who get shots.,-0.15
7/1/22,United Airlines,"Plus, what to do about the airlines’ cancelation-athon ahead of a busy holiday travel weekend.",0.1
9/16/21,United Airlines,"In July, President Biden issued an executive order that included a call to make consumer-friendly changes in the travel industry. We asked experts to weigh in on the prospects for change.",0
6/22/20,United Airlines,Live Stock Market Updates During the Coronavirus Pandemic,0.136363636
1/3/22,United Airlines,"The start of 2022 has echoes of the last two years, but the landscape is also changing.",0
3/23/21,United Airlines,"Planes will be more crowded, meals may return, but don’t remove your mask just yet.",0.5
4/13/22,United Airlines,"Despite great pressure from airlines, the hospitality industry and Republican lawmakers to lift the rule requiring masks on planes and other public transportation, the Centers for Disease Control and Prevention extended the federal transportation mask requirement for two weeks on Wednesday, five days before it was set to expire. The mask mandate now expires May 3, if it is not extended yet again.",0.225
1/31/20,United Airlines,"Americans who are currently in China should consider leaving, United States officials said.",0
7/21/21,United Airlines,"Companies have spent more than $1 billion on ads timed to the Tokyo Games, which will take place in empty arenas as the pandemic lingers.",0.1
5/27/20,United Airlines,Airlines are burning $10 billion a month to fly empty. This can’t go on forever.,0.35
5/13/21,United Airlines,The troubled jet resumed flying commercially in the United States late last year. But Boeing asked airlines last month to stop flying some of the planes because of a potential electrical problem.,-0.133333333
12/13/20,United Airlines,Covid-19 health pass apps could help reopen businesses and restore the economy. They could also unfairly exclude people from travel and workplaces.,-0.5
5/27/20,United Airlines,"Airplane travel is inching back, but staying safe remains a concern. Here’s how to think about approaching a trip.",0.166666667
1/20/21,United Airlines,Aditya Singh was arrested and charged with impersonation in a restricted area of the airport and theft of less than $500.,-0.166666667
1/21/20,United Airlines,"It also appeared to walk back a promise to send the jet’s data recorders abroad for analysis, asking the United States and France to send the necessary equipment to Iran instead.",0
9/9/22,United Airlines,"After a haywire summer of flight cancellations and delays, travelers remain eager to roam, returning to familiar hot spots like New York, Europe and the Caribbean. Here’s what they can expect this season.",0.253787879
4/19/22,United Airlines,The ride-hailing services made their announcements after a federal judge struck down the government mask mandate.,-0.155555556
9/11/21,United Airlines,"Lora Reinbold, a Republican state senator, was captured on video in April arguing with employees at Juneau International Airport about mask rules.",0
10/7/20,United Airlines,The changes airlines are making to survive present a mixed bag for consumers. But cheaper flights are one benefit.,0
5/11/22,United Airlines,The decision came as countries across the bloc were loosening restrictions in response to the current rates of vaccination and naturally acquired immunity.,0.05
10/1/21,United Airlines,Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers.,-0.125
3/11/20,United Airlines,"If you are getting on an airplane, here’s what may have changed, both on the ground and in the air.",0
11/9/20,United Airlines,Third-quarter financial results suggest that strong companies have gotten stronger and that some others are in dire straits.,0.216666667
10/11/21,United Airlines,Southwest’s weekend disruptions fueled opposition to corporate vaccine mandates.,0
8/22/21,United Airlines,"The militants have engaged the former officials Hamid Karzai and Abdullah Abdullah, as well as Moscow, to seek help in building an “inclusive” government while cementing their rule.",0
12/17/21,United Airlines,"As Fox hosts went after President Biden over rising prices, Meyers found their choice of words a little distracting.",-0.1875
12/30/22,United Airlines,The troubled carrier says it will honor “reasonable requests for reimbursement” for those whose flights were delayed or canceled because of its meltdown. What will that mean in practice?,-0.204166667
1/9/20,United Airlines,"If a Ukrainian passenger plane was shot down in Iran on Wednesday, as American officials believe, it would join a long list of civilian aircraft brought down by armed forces.",-0.090277778
12/4/20,United Airlines,Not many of us are jet-setting around the world this year. Take those loyalty points and put them to good use.,0.225
4/20/20,United Airlines,The latest on stock market and business news during the coronavirus outbreak.,0.5
7/27/22,United Airlines,"The cancellations were announced after 3,000 employees walked off the job to protest for better wages.",0.5
5/1/21,United Airlines,"A star college athlete who later worked in the Secret Service, he played for decades in elite amateur leagues around Washington. He died of Covid-19.",-0.216666667
12/11/20,United Airlines,"Restrictions in the state are complicated and changing quickly, leading to confusion about travel rules.",-0.083333333
7/13/20,United Airlines,"Until companies are sure they can protect workers’ health, one analyst said, “they won’t want to take the responsibility and risk of sending them back on the road.”",0.25
6/7/22,United Airlines,The choice of a language that had been imposed by the apartheid government and is not even spoken by many South Africans today has set off complaints.,0.5
10/19/22,United Airlines,"Forget the TV dinners. Made well, this easy classic can be hearty, soul-warming comfort food.",0.3
4/20/22,United Airlines,"The Centers for Disease Control and Prevention ruled the mandate “necessary,” but an appeal risks creating a precedent that could permanently constrain the agency.",0
11/26/20,United Airlines,"For the first time since the coronavirus pandemic swept across Europe and the United States, a pilot program will allow a limited number of passengers to travel across the Atlantic from Atlanta to Italy without having to quarantine upon arrival, according to a Delta Air Lines news release on Thursday.",0.089285714
10/12/21,United Airlines,"Numerous airline executives say no, but a growing number of politicians and medical experts say it is worth following Canada’s lead before holiday travel commences.",0.075
1/7/20,United Airlines,"The company had long maintained that the training wasn’t needed to fly the plane, which was grounded after two deadly crashes.",0.183333333
12/30/22,United Airlines,"Barring last-minute problems, the airline was poised to return to its usual schedule, but challenges remain.",-0.25
12/21/22,United Airlines,"Forecasters say a “bomb cyclone” will tear through much of the U.S. this week and that travelers could face cold, snow and rain. What can you do if your plans are disrupted?",-0.2
3/16/20,United Airlines,Central banks are reopening the 2008 crisis playbook as the coronavirus brings the economy to a halt. But fighting a pandemic isn’t the same as a mortgage meltdown.,0
3/29/22,United Airlines,Twenty-one Republican state attorneys general filed a lawsuit against the Biden administration on Tuesday to block the federal mask mandate on public transportation.,0.025
9/22/21,United Airlines,"Travel’s attempt at a return to normal was far from smooth sailing, as anyone affected by delays, cancellations and a changing web of rules could attest. Share your story here.",0.216666667
7/2/20,United Airlines,The latest on stock market and business news during the coronavirus outbreak.,0.5
10/7/20,United Airlines,XpresSpa used to offer pedicures and chair massages at airports. Now it’s in the coronavirus testing business.,0
3/22/21,United Airlines,"At a tentative moment in the city’s reopening, Caleb Teicher & Co. inaugurated the in-person return of Works & Process at the Guggenheim Museum.",0
4/20/22,United Airlines,"Many travelers removed their masks after a judge struck down a federal mandate for public transit. Health experts voiced concern, but President Biden said it was now up to individuals.",0.114814815
8/9/21,United Airlines,Convention centers are reopening. Hotels and airlines report an uptick in bookings. But the rise in virus cases has tempered forecasts for a major recovery.,0.0625
12/23/21,United Airlines,"Vyvianna M. Quinonez, 28, bloodied a flight attendant in May on a Southwest Airlines flight to San Diego, prosecutors said.",0.2
2/7/20,United Airlines,"Some tour operators, travel insurance brokers and even airline employees say they are facing growing numbers of customers who want to avoid the region.",0
3/31/21,United Airlines,"The company, which started blocking middle seat bookings in April 2020 to give passengers peace of mind, is the last of the four big U.S. airlines to get rid of the policy.",0
3/31/21,United Airlines,"The company, which started blocking middle seat bookings in April 2020 to give passengers peace of mind, is the last of the four big U.S. airlines to get rid of the policy.",0
1/29/22,United Airlines,"A powerful winter storm drove flight cancellations up to nearly 5,000 flights on Friday and Saturday in and out of the United States, according to FlightAware, a site that tracks flights and the airline industry.",0.2
5/6/21,United Airlines,"More than 106 million people in the United States are fully vaccinated. Airlines are resuming overseas flights. Come summer, fully vaccinated people traveling from America will once again be welcome across Europe.",0.65
2/21/20,United Airlines,The disappearance of thousands of flights from China’s skies in recent weeks points to how the coronavirus has hobbled a nation and is posing a threat to the global economy.,0
8/8/21,United Airlines,"Governments and companies have started to require vaccines, a step they had been reluctant to take until recently.",0
8/15/21,United Airlines,The next step for the $1 trillion bipartisan bill is the House. And its future there is not guaranteed.,0
4/16/22,United Airlines,"In recent weeks, travelers on both sides of the Atlantic Ocean have endured long lines at airports, flight delays or cancellations, and plenty of frustration. Is this the new normal?",0.059090909
9/19/20,United Airlines,People who miss flying are rushing to buy tickets for flights that land in the same place they depart from.,0
4/29/20,United Airlines,"Europe’s giant plane maker, thriving just months ago, is now warning of the “gravest crisis.”",0
3/17/20,United Airlines,Investors are still looking to Washington for a large scale effort to help businesses and workers affected by the virus outbreak. ,0.214285714
11/8/21,United Airlines,"On Monday, after more than 18 months, restrictions that kept families separated and cost the global travel industry hundreds of billions of dollars were lifted.",0.25
3/18/22,United Airlines,"Export controls introduced in late February prohibit exporting aircraft that were made in the U.S. or use some U.S. parts to Russia, effectively grounding some international flights, the Commerce Department said.",0.1
12/30/21,United Airlines,JetBlue and Alaska Airlines are among the hardest hit as weather and the latest coronavirus wave continue to snarl operations.,0.5
4/6/21,United Airlines,Air France on Tuesday said it would receive a new bailout from the French government worth 4 billion euros.,0.145454545
11/25/20,United Airlines,"Studies suggest that flying is a relatively lower-risk activity, and millions are traveling by plane over the holidays. But the picture is not complete. Here’s what the science says about mitigating exposure.",-0.025
3/21/22,United Airlines,"The aerospace giant said it was seeking more information on the disaster, and U.S. regulators said they were ready to assist.",0.233333333
1/22/20,United Airlines,The Department of Transportation is proposing new rules that would  make it harder to fly with an emotional support animal.,0.209090909
1/28/20,United Airlines,The Transportation Department also ordered the airline to make flight crews and customer service representatives attend civil rights training.,0
11/19/20,United Airlines,"Even as the White House downplays the coronavirus threat, health officials warned against traditional gatherings with those from outside the immediate household.",0
7/13/22,United Airlines,"The London airport’s capacity troubles because of staff shortages and soaring demand have contributed to delays, cancellations and lost bags.",0
1/23/20,United Airlines,"Health officials said they were keeping the Texas A&M student, who had traveled to China, isolated at home.",0
1/13/20,United Airlines,"Michael McCain of Maple Leaf Foods blamed ill-conceived plans for diversions and “a narcissist in Washington” for the deaths of Canadians, including a colleague’s family.",0
6/25/20,United Airlines,The latest on stock market and business news during the coronavirus outbreak.,0.5
12/28/22,United Airlines,"The airline canceled another 2,500 flights on Wednesday and said it would be days before normal service resumed.",0.15
8/25/20,United Airlines,"Unlike her husband, a former congressman, she quickly admitted her guilt and cooperated with investigators, officials said.",0.166666667
4/9/21,United Airlines,"The concept of documenting vaccinations is being taken to new levels of sophistication, and experts predict that electronic verification will soon become commonplace.",0.136363636
4/23/20,United Airlines,"Westchester County Airport, north of New York City, is closing temporarily, using the time to complete long-planned construction.",0.118181818
7/8/20,United Airlines,"Airlines vowed to bring social distancing to the air. In practice, some are and some aren’t.",0.033333333
12/19/21,United Airlines,"Central banks in the United States, Britain and the European Union took measures to address rapidly rising prices.",0
3/26/20,United Airlines,Markets shuddered as the $2 trillion economic stabilization package stalled before negotiators cemented a historic deal.,0.1
